count,obj_id,meta_url,source_url,source_path,source_md5,image_path,image_md5,title,artist_display_name,dominant_color,dominant_color_hex,r,g,b,r_jitter10x_bw,g_jitter10x_bw,b_jitter10x_bw,color_jitter10x_bw,gridX,gridY,umap_jitter_X,umap_jitter_Y,umapX,umapY,cluster
959,547716,https://collectionapi.metmuseum.org/public/collection/v1/objects/547716,https://images.metmuseum.org/CRDImages/eg/original/DP116784.jpg,unprocessed/image-547716.png,158aa49813b64f7f7c29e95a4b6cb9a2,images/547716-00.png,59d9cbeaaf6f75875e0c69db856d4a32,Canopic Jar of Minmose,,"(165, 145, 123)",#a5917b,165,145,123,185,145,126,#b9917e,-0.65714,-0.51351,-0.81395,-0.19767,-0.82574,-0.20006,Cluster 1
960,206345,https://collectionapi.metmuseum.org/public/collection/v1/objects/206345,https://images.metmuseum.org/CRDImages/es/original/DP-18802-001.jpg,unprocessed/image-206345.png,b93c279866dedf3e14b6237e025ee8df,images/206345-00.png,254c7f5a79094a4a8ecf7a2588b80801,Barbara de Braganza,,"(149, 129, 97)",#958161,149,129,97,148,127,75,#947f4b,0.25714,1,0.63953,0.83721,0.6297,0.82812,Cluster 7
961,437048,https://collectionapi.metmuseum.org/public/collection/v1/objects/437048,https://images.metmuseum.org/CRDImages/ep/original/4652.jpg,unprocessed/image-437048.png,f18086381409d233945feb12ff46db41,images/437048-00.png,ff977dd4789cec534dc4450d66bbd352,"Portrait of a Woman, Said to Be Lady Sophia Boyle",Anne Foldsone Mee,"(169, 169, 169)",#a9a9a9,169,169,169,169,169,169,#a9a9a9,0.31429,0.83784,0.67442,0.73256,0.66171,0.72849,Cluster 7
962,14357,https://collectionapi.metmuseum.org/public/collection/v1/objects/14357,https://images.metmuseum.org/CRDImages/ad/original/DP169097.jpg,unprocessed/image-14357.png,1e4dc1e2dd0a6c3ca2a9536525667ae1,images/14357-00.png,62f9e1c0c5a9941fa5f26c2b6b3b1827,John Maunsell,John Ramage,"(110, 98, 85)",#6e6255,110,98,85,116,113,81,#747151,0.71429,-0.51351,0.5814,-0.63953,0.57485,-0.62017,Cluster X
963,483,https://collectionapi.metmuseum.org/public/collection/v1/objects/483,https://images.metmuseum.org/CRDImages/ad/original/25596.jpg,unprocessed/image-483.png,c883f820a214518b4b57fcf968665579,images/483-00.png,034f9222c8498542494d92fa96c5e6b6,Portrait of Benjamin Franklin,,"(42, 42, 42)",#2a2a2a,42,42,42,42,42,42,#2a2a2a,-0.6,-1,-0.75581,-0.34884,-0.75105,-0.34267,Cluster 1
964,437455,https://collectionapi.metmuseum.org/public/collection/v1/objects/437455,https://images.metmuseum.org/CRDImages/ep/original/DT16.jpg,unprocessed/image-437455.png,d85d4a8297a28fb902d68dba2da89c2d,images/437455-01.png,459f1f7b77028a42b4f8e9ed80fa9f11,The Holy Family with Saints Anne and Catherine of Alexandria,Jusepe de Ribera (called Lo Spagnoletto),"(101, 87, 77)",#65574d,101,87,77,112,83,81,#705351,0.82857,0.72973,0.90698,0.38372,0.90726,0.36892,Cluster 2
965,16860,https://collectionapi.metmuseum.org/public/collection/v1/objects/16860,https://images.metmuseum.org/CRDImages/ad/original/DP105588.jpg,unprocessed/image-16860.png,4be490b6bd7a52139e3c78f4c3628a3d,images/16860-00.png,a1b4038f9329babb31f7d062f0f064f3,Portrait of a Lady,Thomas Seir Cummings,"(127, 99, 83)",#7f6353,127,99,83,119,92,80,#775c50,0.6,1,0.81395,0.7093,0.8021,0.69932,Cluster 7
966,459965,https://collectionapi.metmuseum.org/public/collection/v1/objects/459965,https://images.metmuseum.org/CRDImages/rl/original/DP359014.jpg,unprocessed/image-459965.png,61b10b71977c879e6f56405a09a56cc2,images/459965-00.png,6f81e02a0bff77cfc35e13ac18585ea0,"Study for ""Raphael and the Fornarina""(?)",Jean Auguste Dominique Ingres,"(225, 209, 185)",#e1d1b9,225,209,185,208,211,179,#d0d3b3,0.25714,-0.78378,0.16279,-0.87209,0.15658,-0.87033,Cluster 6
967,436990,https://collectionapi.metmuseum.org/public/collection/v1/objects/436990,https://images.metmuseum.org/CRDImages/ep/original/DT8702.jpg,unprocessed/image-436990.png,107dad552585dba8ab3bdfa90c0e313f,images/436990-00.png,e2e083ada4c1be263635337acf6306f2,The Martyrdom of Saint Lawrence; (reverse) Giving Drink to the Thirsty,Master of the Acts of Mercy,"(125, 89, 43)",#7d592b,125,89,43,127,82,33,#7f5221,-0.42857,-1,-0.56977,-0.27907,-0.58044,-0.28013,Cluster 1
968,10782,https://collectionapi.metmuseum.org/public/collection/v1/objects/10782,https://images.metmuseum.org/CRDImages/ad/original/DP216796.jpg,unprocessed/image-10782.png,3626a1c9e4bdcc747e95fc16cc981376,images/10782-00.png,c15bde14c69cdf23d59d49403a334a4c,William Gale,Joseph Dunkerley,"(130, 128, 115)",#828073,130,128,115,138,128,127,#8a807f,-0.2,0.35135,0.27907,0.45349,0.27868,0.48385,Cluster 9
969,337473,https://collectionapi.metmuseum.org/public/collection/v1/objects/337473,https://images.metmuseum.org/CRDImages/dp/original/DP806764.jpg,unprocessed/image-337473.png,1d22b2941cfd1cf2dba064dd5eb0018a,images/337473-00.png,2c1a2326f48db1a81827c1bccb639af1,Comtesse Turpin de Crissé,Jean Auguste Dominique Ingres,"(225, 217, 207)",#e1d9cf,225,217,207,218,213,217,#dad5d9,-0.31429,-0.78378,-0.37209,-0.36047,-0.36473,-0.37157,Cluster 8
970,436824,https://collectionapi.metmuseum.org/public/collection/v1/objects/436824,https://images.metmuseum.org/CRDImages/ep/original/DP167136.jpg,unprocessed/image-436824.png,ab20f3c2e91a1490256ea294efb46670,images/436824-00.png,cba4d3e9fcc63a39e9c249c52ac7bb22,"Lady Mary Berkeley, Wife of Thomas Chambers",Sir Godfrey Kneller,"(79, 56, 34)",#4f3822,79,56,34,65,62,43,#413e2b,1,0.62162,1,0.19767,1,0.20965,Cluster 2
971,12696,https://collectionapi.metmuseum.org/public/collection/v1/objects/12696,https://images.metmuseum.org/CRDImages/ad/original/DT236872.jpg,unprocessed/image-12696.png,6ce5aece3010b0850d9a96fae9e3004b,images/12696-00.png,6fbc92807d3f62edc4d10eda685bb944,Mrs. John Biddle (Eliza Falconer Bradish),Thomas Sully,"(97, 76, 56)",#614c38,97,76,56,108,82,51,#6c5233,0.71429,0.89189,0.89535,0.46512,0.88079,0.45752,Cluster 2
972,436834,https://collectionapi.metmuseum.org/public/collection/v1/objects/436834,https://images.metmuseum.org/CRDImages/ep/original/DP164793.jpg,unprocessed/image-436834.png,5d9b850e4d1ef89a24461fed4920a5ab,images/436834-00.png,9284767c3b04df9fb2a2e1666ab1644d,Portrait of a Young Man; (reverse) Girl Making a Garland,Hans Süss von Kulmbach,"(51, 35, 19)",#332313,51,35,19,59,12,29,#3b0c1d,-0.71429,0.72973,-0.34884,0.54651,-0.34506,0.53973,Cluster 3
973,436582,https://collectionapi.metmuseum.org/public/collection/v1/objects/436582,https://images.metmuseum.org/CRDImages/ep/original/DP-18078-001.jpg,unprocessed/image-436582.png,a03c16692dcbad85372ee80d79b117de,images/436582-00.png,b33253a38ad91c5ad3267ad2fe6862d5,Head of a Young Woman,Jean-Baptiste Greuze,"(83, 66, 46)",#53422e,83,66,46,73,74,59,#494a3b,0.25714,0.35135,0.60465,0.45349,0.59598,0.45479,Cluster 2
974,10867,https://collectionapi.metmuseum.org/public/collection/v1/objects/10867,https://images.metmuseum.org/CRDImages/ad/original/ap74.47.jpg,unprocessed/image-10867.png,597538ba5c556bd3cd25227093c7d576,images/10867-00.png,43fff2888572679361c2bd6b0709582e,Urania,Joseph Fagnani,"(92, 92, 92)",#5c5c5c,92,92,92,92,92,92,#5c5c5c,0.48571,-0.94595,0.16279,-0.94186,0.1494,-0.94786,Cluster 6
975,459082,https://collectionapi.metmuseum.org/public/collection/v1/objects/459082,https://images.metmuseum.org/CRDImages/rl/original/DP121332.jpg,unprocessed/image-459082.png,cecd34ece28b62c4851d87762a16177b,images/459082-00.png,83f1a0d2d4bffdfd3a455d97a5229a38,Portrait of Gerard de Lairesse,Rembrandt (Rembrandt van Rijn),"(42, 26, 15)",#2a1a0f,42,26,15,53,29,3,#351d03,-0.2,-0.02703,0.2093,-0.10465,0.204,-0.09716,Cluster 5
976,12814,https://collectionapi.metmuseum.org/public/collection/v1/objects/12814,https://images.metmuseum.org/CRDImages/ad/original/ap46.165.1.jpg,unprocessed/image-12814.png,2b33fcbaae8586f11da25dfd4355ddb9,images/12814-00.png,1eac4f1d388a6cdbfc9ae6dc1d523f50,Charles Floyd,Benjamin Trott,"(153, 153, 154)",#99999a,153,153,154,160,161,156,#a0a19c,0.6,-0.56757,0.55814,-0.68605,0.55663,-0.68404,Cluster X
977,12975,https://collectionapi.metmuseum.org/public/collection/v1/objects/12975,https://images.metmuseum.org/CRDImages/ad/original/ap1972.263.4.jpg,unprocessed/image-12975.png,b7a7172118ea7e020ccdb42ab7b1e36c,images/12975-00.png,b209df311773cb508e621e89a6a8865c,Portrait of a Lady (Possibly Hannah Stillman),Pieter Vanderlyn,"(91, 75, 55)",#5b4b37,91,75,55,100,81,49,#645131,1,0.56757,1,0.22093,0.99106,0.21951,Cluster 2
978,436650,https://collectionapi.metmuseum.org/public/collection/v1/objects/436650,https://images.metmuseum.org/CRDImages/ep/original/DP327707.jpg,unprocessed/image-436650.png,5785047a0a2852d250de4cd3ca592965,images/436650-00.png,ef9b237bc0dd8ef6e5f5980c8cb6171f,Portrait of a Woman,Nicholas Hilliard,"(159, 154, 150)",#9f9a96,159,154,150,151,158,160,#979ea0,0.14286,0.18919,0.47674,0.25581,0.46722,0.25393,Cluster 9
979,436315,https://collectionapi.metmuseum.org/public/collection/v1/objects/436315,https://images.metmuseum.org/CRDImages/ep/original/ep44.36.5.R.jpg,unprocessed/image-436315.png,97236f8ad94b672b4195854b816b047c,images/436315-00.png,8f3ef87d712e9679169c4cba4fee7a71,Portrait of a Woman,Thomas Forster,"(164, 140, 118)",#a48c76,164,140,118,159,120,115,#9f7873,0.14286,-1,0.0814,-0.93023,0.07638,-0.93637,Cluster 6
980,11683,https://collectionapi.metmuseum.org/public/collection/v1/objects/11683,https://images.metmuseum.org/CRDImages/ad/original/ap62.183.2.jpg,unprocessed/image-11683.png,c4bc081f305bf25df0eaf320bc12fac6,images/11683-00.png,bf69c8fb99f9de7036fe7d9ddf7d809e,Mrs. Warren Rogers,John Paradise,"(135, 135, 135)",#878787,135,135,135,135,135,135,#878787,0.65714,0.45946,0.87209,0.34884,0.8597,0.34365,Cluster 2
981,16588,https://collectionapi.metmuseum.org/public/collection/v1/objects/16588,https://images.metmuseum.org/CRDImages/ad/original/DT4391.jpg,unprocessed/image-16588.png,e8dc29cf596c54af4a315de44736eda3,images/16588-00.png,375c768ff6bb290acc5a2d083495f7d9,Memorial Portrait of Catharine Schultz (1789-1832),,"(133, 112, 79)",#85704f,133,112,79,127,114,92,#7f725c,0.71429,0.67568,0.87209,0.4186,0.86384,0.41267,Cluster 2
982,438615,https://collectionapi.metmuseum.org/public/collection/v1/objects/438615,https://images.metmuseum.org/CRDImages/ep/original/DP161654.jpg,unprocessed/image-438615.png,f3bda2df66dd53e304ae0a0acacc482a,images/438615-00.png,d8f9f6db3a9d12bd131778743eadb9e6,Olivier Journu (1724–1783),Jean-Baptiste Perronneau,"(146, 134, 110)",#92866e,146,134,110,147,140,99,#938c63,0.6,-0.08108,0.63953,-0.39535,0.63624,-0.39177,Cluster 4
983,437540,https://collectionapi.metmuseum.org/public/collection/v1/objects/437540,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.37.R.jpg,unprocessed/image-437540.png,f60e0981dc80d686882c69511e8e4542,images/437540-00.png,9df1b97071796cac3ce08a8a8f4388b8,Frans Francken I (1542–1616),Peter Paul Rubens,"(88, 67, 44)",#58432c,88,67,44,94,68,33,#5e4421,0.65714,-0.45946,0.56977,-0.60465,0.57012,-0.60677,Cluster X
984,437905,https://collectionapi.metmuseum.org/public/collection/v1/objects/437905,https://images.metmuseum.org/CRDImages/ep/original/DP327719.jpg,unprocessed/image-437905.png,84650d9256cf9bcba34b549ada071c30,images/437905-00.png,eacba982ad15e4ed77590af4df9c59b2,A Man with the Initials JD,Villers,"(114, 102, 93)",#72665d,114,102,93,131,99,84,#836354,1,-0.02703,0.88372,-0.43023,0.86617,-0.44389,Cluster 4
985,437872,https://collectionapi.metmuseum.org/public/collection/v1/objects/437872,https://images.metmuseum.org/CRDImages/ep/original/DP276130.jpg,unprocessed/image-437872.png,62fef9a5f01f797c656c7cdf57acb5c6,images/437872-00.png,b21538cf0ff65f50c7efbb3d3744b41e,"Mariana of Austria (1634–1696), Queen of Spain",Velázquez,"(97, 79, 63)",#614f3f,97,79,63,98,58,67,#623a43,0.25714,0.24324,0.48837,0.31395,0.4777,0.31579,Cluster 9
986,437894,https://collectionapi.metmuseum.org/public/collection/v1/objects/437894,https://images.metmuseum.org/CRDImages/ep/original/DP-13041-001.jpg,unprocessed/image-437894.png,15c4edde0a483b0db32ae08a8d1321c2,images/437894-00.png,008342b48aa33567f73eb7ea3f117916,Eugène Joseph Stanislas Foullon d'Écotier (1753–1821),Antoine Vestier,"(73, 56, 38)",#493826,73,56,38,80,69,46,#50452e,0.82857,-0.18919,0.7907,-0.54651,0.791,-0.53926,Cluster 4
987,11375,https://collectionapi.metmuseum.org/public/collection/v1/objects/11375,https://images.metmuseum.org/CRDImages/ad/original/DT93.jpg,unprocessed/image-11375.png,b8fc61cb022e2fe12287525726a40d9a,images/11375-00.png,820bdaadc2b7c3a307e3f6135535ae78,"The Great Statue of Amida Buddha at Kamakura, Known as the Daibutsu, from the Priest's Garden",John La Farge,"(161, 168, 164)",#a1a8a4,161,168,164,150,171,169,#96aba9,-0.82857,-0.83784,-0.82558,-0.30233,-0.82778,-0.3169,Cluster 1
988,436217,https://collectionapi.metmuseum.org/public/collection/v1/objects/436217,https://images.metmuseum.org/CRDImages/ep/original/DP324600.jpg,unprocessed/image-436217.png,f96dcf7687b9797ebe2f3bdcf47c3f75,images/436217-00.png,d807195ebd2644203feb1fbcc1cb43bb,Boy with a Black Spaniel,François Hubert Drouais,"(123, 88, 58)",#7b583a,123,88,58,129,74,71,#814a47,0.48571,0.40541,0.67442,0.33721,0.64486,0.34598,Cluster 2
989,775309,https://collectionapi.metmuseum.org/public/collection/v1/objects/775309,https://images.metmuseum.org/CRDImages/dp/original/DP879412.jpg,unprocessed/image-775309.png,b1d6077f577916616be8aafa6b0ad5e2,images/775309-00.png,44a5439f5d1f9cc97c5f4b7bb675cf6d,Mrs. Bunbury,John Young,"(136, 127, 119)",#887f77,136,127,119,122,126,98,#7a7e62,-0.08571,-0.83784,0.03488,-0.67442,0.02189,-0.67107,Cluster 6
990,437174,https://collectionapi.metmuseum.org/public/collection/v1/objects/437174,https://images.metmuseum.org/CRDImages/ep/original/DP223490.jpg,unprocessed/image-437174.png,46478e41d9a37d9c72e1fe7216934b0a,images/437174-00.png,fed225459faa0a0cb6f017c8645403be,A Knight of Alcántara or Calatrava,Bartolomé Estebán Murillo,"(71, 59, 46)",#473b2e,71,59,46,56,63,46,#383f2e,-0.14286,-0.18919,0.2093,-0.15116,0.19779,-0.14973,Cluster 5
991,437185,https://collectionapi.metmuseum.org/public/collection/v1/objects/437185,https://images.metmuseum.org/CRDImages/ep/original/DP298061.jpg,unprocessed/image-437185.png,327c0ea9a70e97d422ef877280cd9ed4,images/437185-00.png,dd6636f5fee3b8ad538e84bbb96c9a46,"Marie Françoise de La Cropte de St. Abre, Marquise d'Argence (born 1714)",Jean Marc Nattier,"(86, 71, 60)",#56473c,86,71,60,63,64,59,#3f403b,0.54286,0.40541,0.81395,0.43023,0.80579,0.4144,Cluster 2
992,438819,https://collectionapi.metmuseum.org/public/collection/v1/objects/438819,https://images.metmuseum.org/CRDImages/ep/original/DT862.jpg,unprocessed/image-438819.png,5aa724e8f1a56b078a166dd7e0d95e61,images/438819-00.png,55f09f3b98a398e9d41fd951f434bbb7,Young Man in the Costume of a Majo,Edouard Manet,"(49, 45, 37)",#312d25,49,45,37,66,60,38,#423c26,-0.77143,0.56757,-0.38372,0.48837,-0.38649,0.48207,Cluster 3
993,416961,https://collectionapi.metmuseum.org/public/collection/v1/objects/416961,https://images.metmuseum.org/CRDImages/dp/original/DP826100.jpg,unprocessed/image-416961.png,4814be1356d1a6379c242b5d1756ee90,images/416961-00.png,bce95a6e5f2ffdb0e7bdf99594c72300,"The Right Honorable James Caulfield, Earl of Charlemount of the Kingdom of Ireland, Head of the Volunteers",Joseph Haynes,"(177, 165, 150)",#b1a596,177,165,150,162,187,155,#a2bb9b,-0.2,-0.56757,-0.06977,-0.52326,-0.06966,-0.51668,Cluster 8
994,366342,https://collectionapi.metmuseum.org/public/collection/v1/objects/366342,https://images.metmuseum.org/CRDImages/dp/original/DP806762.jpg,unprocessed/image-366342.png,3460722f4b673ecdb430e5df0fbaddc3,images/366342-00.png,c1a474f0587330f9f4366df6f4d7b835,Admiral Sir Fleetwood Broughton Reynolds Pellew,Jean Auguste Dominique Ingres,"(232, 222, 212)",#e8ded4,232,222,212,241,211,210,#f1d3d2,0.65714,-0.72973,0.61628,-0.7907,0.5964,-0.78912,Cluster X
995,823401,https://collectionapi.metmuseum.org/public/collection/v1/objects/823401,https://images.metmuseum.org/CRDImages/dp/original/DP887810.jpg,unprocessed/image-823401.png,db1962ce3a9895958ad5b7cb0070d3de,images/823401-00.png,c3f6ec66560b65b55ee406fe577eda82,The Babes in the Wood,Sir Hubert von Herkomer,"(128, 118, 111)",#80766f,128,118,111,121,117,112,#797570,-0.88571,0.45946,-0.32558,0.45349,-0.33842,0.45452,Cluster 3
996,436987,https://collectionapi.metmuseum.org/public/collection/v1/objects/436987,https://images.metmuseum.org/CRDImages/ep/original/DP-13614-001.jpg,unprocessed/image-436987.png,8a1cdff2ca8f50886afc2c746d165751,images/436987-00.png,80d471aec243016eea222c9c5980bd26,The Rest on the Flight into Egypt,Jan Massys,"(103, 79, 60)",#674f3c,103,79,60,80,67,65,#504341,0.77143,0.24324,0.72093,0.19767,0.70516,0.20112,Cluster 2
997,473849,https://collectionapi.metmuseum.org/public/collection/v1/objects/473849,https://images.metmuseum.org/CRDImages/cl/original/25_120_219_cdi_s1.jpg,unprocessed/image-473849.png,3d795bfbfc8e3cbac0ce29d6748d430d,images/473849-00.png,e25f07a20cd8ca2d3e475f40b4c45855,Head of Christ,,"(102, 86, 71)",#665647,102,86,71,99,74,55,#634a37,-0.71429,-0.35135,-0.7907,-0.17442,-0.79047,-0.1748,Cluster 1
998,10603,https://collectionapi.metmuseum.org/public/collection/v1/objects/10603,https://images.metmuseum.org/CRDImages/ad/original/ap37.176.1.jpg,unprocessed/image-10603.png,da5b5250e9271eafaa3d527741714456,images/10603-00.png,c55b4cc8029cf1fb41a6ba917f8dbc85,Ida Cushman,George Hewitt Cushman,"(128, 128, 128)",#808080,128,128,128,128,128,128,#808080,0.2,-1,0.10465,-0.95349,0.10121,-0.96508,Cluster 6
999,436895,https://collectionapi.metmuseum.org/public/collection/v1/objects/436895,https://images.metmuseum.org/CRDImages/ep/original/DT2659.jpg,unprocessed/image-436895.png,aba3e90a38fe4cda301fb55d82b51a46,images/436895-00.png,5dbb0f7d2a846fbfc2eb0381b1827a2a,Madonna and Child Enthroned with Two Angels,Fra Filippo Lippi,"(111, 83, 52)",#6f5334,111,83,52,111,74,65,#6f4a41,-0.71429,0.18919,-0.0814,0.27907,-0.07796,0.27809,Cluster X
1000,334861,https://collectionapi.metmuseum.org/public/collection/v1/objects/334861,https://images.metmuseum.org/CRDImages/dp/original/DP804121.jpg,unprocessed/image-334861.png,f0d3b9f8aae87dd66e0a18296665da27,images/334861-00.png,0303f256540e189eb34ad018515eafed,Portrait of a Lady,"Anonymous, German, 19th century","(185, 172, 154)",#b9ac9a,185,172,154,194,168,145,#c2a891,0.02857,0.89189,0.47674,0.95349,0.47357,0.94897,Cluster 7
1001,436641,https://collectionapi.metmuseum.org/public/collection/v1/objects/436641,https://images.metmuseum.org/CRDImages/ep/original/DP143191.jpg,unprocessed/image-436641.png,3c9b11f57e25c0f193c1266eca71f448,images/436641-00.png,40ed67be3bf6bedc8dd3654c5d08cb2e,Portrait of a Man,Bartholomeus van der Helst,"(63, 49, 37)",#3f3125,63,49,37,58,50,49,#3a3231,0.14286,-0.02703,0.45349,-0.18605,0.44644,-0.18639,Cluster 5
1002,12977,https://collectionapi.metmuseum.org/public/collection/v1/objects/12977,https://images.metmuseum.org/CRDImages/ad/original/ap54.196.1.jpg,unprocessed/image-12977.png,a0ba6a71a7767a818906314c96cff687,images/12977-00.png,8588674adcc2dc0f440939450e6d8e60,Portrait of a Man,John Smibert,"(108, 108, 108)",#6c6c6c,108,108,108,108,108,108,#6c6c6c,0.14286,0.83784,0.54651,0.86047,0.5532,0.86333,Cluster 7
1003,436617,https://collectionapi.metmuseum.org/public/collection/v1/objects/436617,https://images.metmuseum.org/CRDImages/ep/original/DP145927.jpg,unprocessed/image-436617.png,19f60faccbb99827fc6e1c94a76b35c4,images/436617-00.png,d0c0d71954bed3d1ad63fe6cdbb7df9c,Portrait of a Bearded Man with a Ruff,Frans Hals,"(72, 62, 46)",#483e2e,72,62,46,71,57,28,#47391c,0.08571,-0.02703,0.40698,-0.06977,0.40013,-0.07015,Cluster 5
1004,11195,https://collectionapi.metmuseum.org/public/collection/v1/objects/11195,https://images.metmuseum.org/CRDImages/ad/original/33956.jpg,unprocessed/image-11195.png,459de11d304539754d032233bb0ee1d9,images/11195-00.png,d8877a012c9e6bac108f40868fc1a316,Nicoll Havens Dering,Daniel Huntington,"(106, 106, 106)",#6a6a6a,106,106,106,106,106,106,#6a6a6a,0.48571,-0.67568,0.26744,-0.90698,0.26103,-0.89641,Cluster 6
1005,437264,https://collectionapi.metmuseum.org/public/collection/v1/objects/437264,https://images.metmuseum.org/CRDImages/ep/original/ep32.75.8.R.jpg,unprocessed/image-437264.png,2deab0226e930a05f6d81e1e40ba9a24,images/437264-00.png,c0bd9cbf9d0eedb0650e16457cad4f38,Sir Joshua Reynolds (1723–1792),Thomas Peat,"(152, 120, 100)",#987864,152,120,100,149,112,89,#957059,0.88571,-0.13514,0.80233,-0.48837,0.79974,-0.48005,Cluster 4
1006,437600,https://collectionapi.metmuseum.org/public/collection/v1/objects/437600,https://images.metmuseum.org/CRDImages/ep/original/DT10249.jpg,unprocessed/image-437600.png,24eb0eca2254220ac0b463adb3d52ba1,images/437600-00.png,0bb13a655d4da6686ca16060c322d5ea,Portrait of a Woman,Alonzo Sánchez Coello,"(142, 104, 59)",#8e683b,142,104,59,136,105,71,#886947,-0.02857,0.67568,0.19767,0.83721,0.1886,0.8286,Cluster 10
1007,11840,https://collectionapi.metmuseum.org/public/collection/v1/objects/11840,https://images.metmuseum.org/CRDImages/ad/original/DP168941.jpg,unprocessed/image-11840.png,3f2ca459e7f217bea746113a1435a72d,images/11840-00.png,c91351059174b062f1715151ab421b2e,George Washington,John Ramage,"(117, 115, 99)",#757363,117,115,99,120,110,102,#786e66,0.82857,0.02703,0.86047,-0.43023,0.84323,-0.42617,Cluster 4
1008,13320,https://collectionapi.metmuseum.org/public/collection/v1/objects/13320,https://images.metmuseum.org/CRDImages/ad/original/ap15.65.jpg,unprocessed/image-13320.png,723c4ea7c70b26b7514677aa56ceecfc,images/13320-00.png,8e08da4608166f1708b2d988ec0a7a2f,Edward Coverly,Henry Williams,"(157, 157, 157)",#9d9d9d,157,157,157,157,157,157,#9d9d9d,0.37143,-0.78378,0.18605,-0.89535,0.18968,-0.88515,Cluster 6
1009,13346,https://collectionapi.metmuseum.org/public/collection/v1/objects/13346,https://images.metmuseum.org/CRDImages/ad/original/DT2077.jpg,unprocessed/image-13346.png,e1f86030e567d3703a2662d4b175e4e6,images/13346-00.png,4d8fa75fc1a3ccddac826e5ed09662d7,A Bit of War History: The Recruit,Thomas Waterman Wood,"(78, 58, 47)",#4e3a2f,78,58,47,83,52,55,#533437,0.25714,-0.24324,0.45349,-0.37209,0.43936,-0.36513,Cluster 5
1010,11214,https://collectionapi.metmuseum.org/public/collection/v1/objects/11214,https://images.metmuseum.org/CRDImages/ad/original/DP216799.jpg,unprocessed/image-11214.png,566ea9148a9661f5f2bb7ae1506ab71e,images/11214-00.png,ae92df6fc2be0266ed4f1f8233ea8eb4,Portrait of a Lady,,"(134, 110, 94)",#866e5e,134,110,94,132,105,109,#84696d,0.77143,0.78378,0.84884,0.55814,0.84835,0.55294,Cluster 2
1011,42547,https://collectionapi.metmuseum.org/public/collection/v1/objects/42547,https://images.metmuseum.org/CRDImages/as/original/DP170200.jpg,unprocessed/image-42547.png,9b40ed27526c3aa29d9e481b7182e5c3,images/42547-00.png,c626900fa95c723a8d390272de32c723,Bodhidharma in meditation,,"(152, 144, 128)",#989080,152,144,128,144,138,140,#908a8c,-0.94286,-0.51351,-0.98837,-0.18605,-0.99698,-0.19535,Cluster 1
1012,459052,https://collectionapi.metmuseum.org/public/collection/v1/objects/459052,https://images.metmuseum.org/CRDImages/rl/original/DT711.jpg,unprocessed/image-459052.png,3f02f5683a9a6cfe8ca83ee7c5c5a6e5,images/459052-01.png,0f7779da0ac49c7ca91499f0f682079a,A Goldsmith in his Shop,Petrus Christus,"(75, 57, 36)",#4b3924,75,57,36,72,71,39,#484727,-0.82857,0.78378,-0.39535,0.56977,-0.40194,0.56225,Cluster 3
1013,459052,https://collectionapi.metmuseum.org/public/collection/v1/objects/459052,https://images.metmuseum.org/CRDImages/rl/original/DT711.jpg,unprocessed/image-459052.png,3f02f5683a9a6cfe8ca83ee7c5c5a6e5,images/459052-02.png,eb49bb967c016d48b8621bbd240d0320,A Goldsmith in his Shop,Petrus Christus,"(102, 70, 44)",#66462c,102,70,44,114,70,33,#724621,-0.82857,0.18919,-0.09302,0.19767,-0.10903,0.19633,Cluster X
1014,436547,https://collectionapi.metmuseum.org/public/collection/v1/objects/436547,https://images.metmuseum.org/CRDImages/ep/original/DT236254.jpg,unprocessed/image-436547.png,8ae50a388bfb720cd0cbc3272ca20b4a,images/436547-00.png,9d568d1f334fb8a6fc602f25f93e6937,Narcisa Barañana de Goicoechea,Goya (Francisco de Goya y Lucientes),"(93, 72, 68)",#5d4844,93,72,68,82,75,68,#524b44,0.42857,0.51351,0.75581,0.46512,0.74483,0.46136,Cluster 2
1015,335536,https://collectionapi.metmuseum.org/public/collection/v1/objects/335536,https://images.metmuseum.org/CRDImages/dp/original/DP108506.jpg,unprocessed/image-335536.png,eb665f33ad5414d6d25a697a2fe043d1,images/335536-00.png,4b6efabb533abf4409d7dee4a4496dd0,The Zouave,Vincent van Gogh,"(162, 155, 112)",#a29b70,162,155,112,155,172,107,#9bac6b,-0.48571,-0.45946,-0.36047,-0.27907,-0.36643,-0.27567,Cluster 8
1016,337172,https://collectionapi.metmuseum.org/public/collection/v1/objects/337172,https://images.metmuseum.org/CRDImages/dp/original/DT641.jpg,unprocessed/image-337172.png,687c383309242b02252b98287740a41b,images/337172-00.png,7cca65230acc92dadb4a6478d14e7ffb,Tahitian Faces (Frontal View and Profiles),Paul Gauguin,"(161, 149, 129)",#a19581,161,149,129,155,160,128,#9ba080,-0.02857,-0.89189,-0.04651,-0.63953,-0.0443,-0.63612,Cluster 8
1017,826758,https://collectionapi.metmuseum.org/public/collection/v1/objects/826758,https://images.metmuseum.org/CRDImages/dp/original/DP886211.jpg,unprocessed/image-826758.png,3ba5ef873e12523c35b4aedcaba3e0da,images/826758-00.png,a2e89f6af3f3aa9d2661350f1afed736,Catherine of Braganza,William Faithorne the Elder,"(107, 97, 94)",#6b615e,107,97,94,104,95,81,#685f51,-0.25714,-0.51351,-0.22093,-0.46512,-0.21594,-0.47797,Cluster 8
